Major,Male,Female,Neutral
Rhetoric ,1,2,0
Classics ,0,1,0
Classics ,3,3,0
Classics ,5,6,0
Interdisciplinary ,1,0,0
Interdisciplinary ,23,11,0
Interdisciplinary ,3,16,0
Physics ,5,3,0
Statistics ,1,2,0
Geology ,3,2,0
Geology ,4,6,0
Chemical Engineering ,9,5,0
Comparative Literature ,3,4,0
Linguistics ,1,1,0
Geography ,1,0,0
Germanic Lang & Lit ,3,3,0
Germanic Lang & Lit ,2,5,0
Germanic Lang & Lit ,1,0,0
Germanic Lang & Lit ,1,3,0
Germanic Lang & Lit ,1,1,0
French ,5,5,0
French ,1,0,0
French ,2,11,0
French ,0,1,0
Community Health ,19,113,0
Community Health ,56,162,0
Community Health ,4,47,0
Kinesiology ,11,14,0
Kinesiology ,25,17,1
Speech & Hearing Science ,0,3,0
Speech & Hearing Science ,1,5,0
Speech & Hearing Science ,10,131,0
Leisure Studies ,4,1,0
"Recreation, Sport, and Tourism ",29,20,0
"Recreation, Sport, and Tourism ",12,35,0
"Recreation, Sport, and Tourism ",129,33,1
Veterinary Medicine ,0,3,0
Veterinary Medicine ,0,1,0
VMS - Veterinary Biosciences ,2,0,0
Library & Information Science ,0,2,0
Bioinformatics ,2,4,0
Bioenergy ,6,0,0
Agricultural Production ,2,3,0
"Agribusiness, Farm & Financial ",1,1,0
"Agribusiness, Farm & Financial ",2,0,0
"Intl, Resource, Consumer Econ ",1,0,0
"Intl, Resource, Consumer Econ ",1,0,0
Agr & Consumer Economics ,35,28,0
Agr & Consumer Economics ,37,26,0
Agr & Consumer Economics ,32,2,0
Agr & Consumer Economics ,102,42,0
Agr & Consumer Economics ,66,26,0
Agr & Consumer Economics ,23,10,0
Agr & Consumer Economics ,20,11,0
Agr & Consumer Economics ,28,24,0
Agr & Consumer Economics ,43,14,0
Animal Sciences ,8,9,0
Animal Sciences ,17,86,0
Animal Sciences ,12,13,0
Animal Sciences ,77,295,1
Food Science & Human Nutrition ,28,66,0
Food Science & Human Nutrition ,13,13,0
Food Science & Human Nutrition ,15,84,0
Food Science & Human Nutrition ,3,77,0
Food Science & Human Nutrition ,19,59,0
Food Science & Human Nutrition ,2,0,0
Agr & Environmental Cmc & Educ ,1,0,0
Agr & Environmental Cmc & Educ ,1,5,0
Agr & Environmental Cmc & Educ ,4,18,0
Agr & Environmental Cmc & Educ ,12,41,0
Human Development & Family St ,10,125,1
Human Development & Family St ,4,67,1
Human & Community Development ,1,2,0
Crop Sciences ,2,1,0
Crop Sciences ,16,7,0
Crop Sciences ,34,8,0
Crop Sciences ,12,9,0
Crop Sciences ,5,4,0
Horticulture ,1,1,0
Horticulture ,33,14,0
Horticulture ,0,2,0
Bioinformatics ,2,1,0
Natural Resrcs & Environ Sci ,27,31,0
Natural Resrcs & Environ Sci ,15,3,0
Natural Resrcs & Environ Sci ,25,29,0
Natural Resrcs & Environ Sci ,23,23,0
Natural Resrcs & Environ Sci ,9,10,0
Business Administration (MBA) ,40,22,0
Accountancy ,1,0,0
Accountancy ,27,42,0
Accountancy ,3,0,0
Accountancy ,15,12,0
Business Administration ,16,19,0
Business Administration ,2,6,0
Business Administration ,1,0,0
Business Administration ,5,1,0
Business Administration ,11,2,0
Management ,17,12,0
Management ,2,9,0
Management ,17,35,0
Management ,4,4,0
Management ,23,30,1
Management ,5,5,0
Business Administration (MBA) ,68,14,3
Early Childhood Education ,0,1,0
Early Childhood Education ,0,1,0
Early Childhood Education ,1,3,0
Early Childhood Education ,0,5,0
Early Childhood Education ,0,10,0
Early Childhood Education ,0,12,0
Early Childhood Education ,0,1,0
Early Childhood Education ,0,5,0
Elementary Education ,0,2,0
Elementary Education ,0,2,0
Elementary Education ,0,3,0
Elementary Education ,2,12,0
Elementary Education ,3,54,0
Elementary Education ,0,1,0
Elementary Education ,2,83,0
Elementary Education ,1,1,0
Elementary Education ,2,31,0
Elementary Education ,0,10,0
Elementary Education ,0,1,0
Elementary Education ,1,5,0
Elementary Education ,0,1,0
Elementary Education ,0,37,0
Elementary Education ,1,4,0
Elementary Education ,3,8,0
Secondary & Continuing Educ ,0,2,0
Secondary Education ,0,6,0
Secondary Education ,4,1,0
Secondary Education ,2,0,0
Secondary Education ,2,3,0
Ed Organization and Leadership ,0,3,0
Ed Organization and Leadership ,1,1,0
Ed Organization and Leadership ,1,16,1
Ed Organization and Leadership ,4,5,0
Ed Organization and Leadership ,0,1,0
Ed Organization and Leadership ,1,0,0
Ed Organization and Leadership ,1,0,0
Ed Organization and Leadership ,1,0,0
Human Resource Education ,2,1,0
Human Resource Education ,14,19,0
Human Resource Education ,1,3,0
Human Resource Education ,18,9,0
Agricultural Engineering ,1,0,0
Agricultural & Biological Engr ,1,0,0
Computer Science ,4,0,0
Computer Science ,2,0,0
Bioinformatics ,2,2,0
Mechanical Engineering ,2,0,0
Mechanical Engineering ,20,0,0
Materials Science & Engr ,4,2,0
Materials Science & Engr ,6,1,0
Materials Science & Engr ,10,4,0
Materials Science & Engr ,9,4,0
Materials Science & Engr ,12,6,0
Materials Science & Engr ,1,0,0
Nuclear Engineering ,31,2,0
Nuclear Engineering ,10,0,0
Nuclear Engineering ,7,2,0
"Nuclear, Plasma, Radiolgc Engr ",2,1,0
"Nuclear, Plasma, Radiolgc Engr ",2,1,0
"Nuclear, Plasma, Radiolgc Engr ",1,0,0
Music ,5,7,0
Music ,43,79,0
Music ,12,6,0
Music ,3,4,0
Music ,21,2,0
Music Education ,19,38,0
Music Education ,81,73,0
Music Education ,1,2,0
Music ,18,19,0
Music ,1,0,0
Music ,8,6,0
Music ,1,4,0
Music ,2,0,0
Music ,1,1,0
Music ,7,0,0
Crafts ,2,3,0
Crafts ,1,8,0
Art and Design ,1,2,0
Art and Design ,6,5,0
Art and Design ,2,6,0
Art and Design ,3,4,0
Art and Design ,2,4,0
Art and Design ,1,2,0
Landscape Architecture ,21,22,0
Architecture ,95,63,0
Architecture ,11,8,0
Theatre ,0,1,0
Theatre ,2,4,0
Theatre ,8,14,0
Theatre ,11,18,0
Theatre ,0,3,0
Theatre ,1,0,0
Theatre ,6,1,0
Theatre ,2,0,0
Theatre ,1,4,0
Theatre ,13,22,0
Theatre ,6,3,0
Theatre ,21,23,0
Media and Cinema Studies ,1,0,0
Anthropology ,1,7,0
Anthropology ,1,1,0
Mathematics ,1,1,0
Mathematics ,2,1,0
Mathematics ,4,0,0
Mathematics ,23,38,0
Applied Mathematics ,4,9,0
"Earth Systems, Env, & Society ",29,24,0
"Earth Systems, Env, & Society ",20,21,0
Integrative Biology ,11,21,0
Integrative Biology ,1,0,0
Biology ,1,0,0
Biology ,6,8,0
Biology ,3,9,0
Biology ,6,4,0
Biology ,5,4,0
Economics ,62,50,0
Chemistry ,11,5,0
Molecular and Cellular Biology ,35,46,0
Molecular and Cellular Biology ,2,1,0
Astronomy ,1,0,0
History ,44,39,0
History ,1,0,0
Religious Studies ,1,0,0
Religious Studies ,2,1,0
Religion ,0,1,0
Religion ,0,1,0
English ,21,66,0
English ,1,0,0
Rhetoric ,57,47,0
Rhetoric ,2,6,0
Classics ,1,0,0
Classics ,5,2,0
Classics ,5,8,0
Interdisciplinary ,2,0,0
Interdisciplinary ,0,1,0
Interdisciplinary ,14,6,0
Interdisciplinary ,0,2,0
Interdisciplinary ,1,12,0
Physics ,6,1,0
Statistics ,1,1,0
Statistics ,4,1,0
Spanish ,2,6,0
Geology ,3,0,0
Geology ,1,2,0
Geology ,1,1,0
Geology ,4,5,0
Chemical Engineering ,14,3,0
Political Science ,2,6,0
Comparative Literature ,5,4,1
Comparative Literature ,0,1,0
Linguistics ,5,3,0
Geography ,1,0,0
Geography ,1,0,0
Germanic Lang & Lit ,5,4,0
Germanic Lang & Lit ,0,4,0
Germanic Lang & Lit ,1,0,0
Germanic Lang & Lit ,0,1,0
Germanic Lang & Lit ,0,3,0
Germanic Lang & Lit ,1,1,0
French ,2,7,0
French ,0,1,0
French ,3,11,0
Community Health ,16,107,0
Community Health ,52,180,1
Community Health ,9,59,0
Kinesiology ,3,5,0
Kinesiology ,35,15,1
Speech & Hearing Science ,0,3,0
Speech & Hearing Science ,1,10,0
Speech & Hearing Science ,9,179,0
Leisure Studies ,1,0,0
"Recreation, Sport, and Tourism ",28,28,0
"Recreation, Sport, and Tourism ",15,24,0
"Recreation, Sport, and Tourism ",131,29,1
Veterinary Medicine ,0,3,0
Veterinary Medicine ,0,2,0
VMS - Veterinary Biosciences ,2,0,0
Library & Information Science ,0,1,0
Bioinformatics ,1,2,0
Bioenergy ,10,2,0
Agricultural Production ,3,4,0
Agr & Consumer Economics ,35,35,0
Agr & Consumer Economics ,35,17,0
Agr & Consumer Economics ,27,2,0
Agr & Consumer Economics ,97,36,0
Agr & Consumer Economics ,57,23,0
Agr & Consumer Economics ,22,7,0
Agr & Consumer Economics ,24,15,0
Agr & Consumer Economics ,22,24,0
Agr & Consumer Economics ,37,17,0
Animal Sciences ,5,9,0
Animal Sciences ,13,57,0
Animal Sciences ,6,12,0
Animal Sciences ,39,168,0
Animal Sciences ,2,5,0
Animal Sciences ,6,38,0
Animal Sciences ,26,103,1
Bioinformatics ,4,0,0
Animal Sciences ,0,1,0
Food Science & Human Nutrition ,29,78,0
Food Science & Human Nutrition ,12,14,0
Food Science & Human Nutrition ,16,95,0
Food Science & Human Nutrition ,1,64,0
Food Science & Human Nutrition ,16,47,0
Food Science & Human Nutrition ,7,9,0
Food Science & Human Nutrition ,2,5,0
Food Science & Human Nutrition ,3,2,0
Food Science & Human Nutrition ,1,4,0
Food Science & Human Nutrition ,1,1,0
Agr & Environmental Cmc & Educ ,6,8,0
Agr & Environmental Cmc & Educ ,7,19,0
Agr & Environmental Cmc & Educ ,13,37,0
Human Development & Family St ,11,137,1
Human Development & Family St ,9,54,1
Human & Community Development ,3,5,0
Crop Sciences ,2,0,0
Crop Sciences ,18,7,0
Crop Sciences ,34,8,0
Crop Sciences ,13,12,0
Crop Sciences ,2,3,0
Crop Sciences ,0,1,0
Horticulture ,1,2,0
Horticulture ,1,0,0
Horticulture ,25,9,0
Horticulture ,2,3,0
Bioinformatics ,5,1,0
Natural Resrcs & Environ Sci ,14,7,0
Natural Resrcs & Environ Sci ,15,13,0
Natural Resrcs & Environ Sci ,6,1,0
Natural Resrcs & Environ Sci ,5,13,0
Natural Resrcs & Environ Sci ,12,6,0
Natural Resrcs & Environ Sci ,6,4,0
Natural Resrcs & Environ Sci ,16,14,0
Natural Resrcs & Environ Sci ,19,23,0
Natural Resrcs & Environ Sci ,9,4,0
Business Administration (MBA) ,31,14,0
Accountancy ,6,4,0
Business Administration ,2,2,0
Business Administration ,0,2,0
Business Administration ,2,0,0
Management ,20,7,0
Management ,5,6,0
Management ,20,27,0
Management ,9,9,0
Management ,32,23,1
Management ,3,17,0
Business Administration (MBA) ,47,10,0
Early Childhood Education ,0,1,0
Early Childhood Education ,0,1,0
Early Childhood Education ,0,4,0
Early Childhood Education ,0,8,0
Early Childhood Education ,0,11,0
Early Childhood Education ,0,10,0
Early Childhood Education ,0,2,0
Early Childhood Education ,0,5,0
Elementary Education ,0,1,0
Elementary Education ,0,2,0
Elementary Education ,0,1,0
Elementary Education ,0,3,0
Elementary Education ,4,11,0
Elementary Education ,1,57,0
Elementary Education ,0,1,0
Elementary Education ,5,91,0
Elementary Education ,0,1,0
Elementary Education ,0,0,1
Elementary Education ,0,1,0
Elementary Education ,1,20,0
Elementary Education ,0,11,0
Elementary Education ,0,1,0
Elementary Education ,0,6,0
Elementary Education ,3,33,0
Elementary Education ,0,9,0
Elementary Education ,0,4,0
Elementary Education ,2,8,0
Secondary Education ,0,3,0
Secondary Education ,2,0,0
Secondary Education ,2,0,0
Secondary Education ,2,3,0
Ed Organization and Leadership ,0,1,0
Ed Organization and Leadership ,1,0,0
Ed Organization and Leadership ,3,1,0
Ed Organization and Leadership ,4,26,0
Ed Organization and Leadership ,7,14,0
Ed Organization and Leadership ,2,1,0
Ed Organization and Leadership ,1,2,0
Human Resource Education ,2,1,0
Human Resource Education ,7,20,0
Human Resource Education ,3,4,0
Human Resource Education ,18,11,0
Agricultural Engineering ,1,0,0
Computer Science ,2,1,0
Computer Science ,6,1,0
Bioinformatics ,2,1,0
Mechanical Engineering ,2,0,0
Mechanical Engineering ,8,1,0
Materials Science & Engr ,3,2,0
Materials Science & Engr ,5,0,0
Materials Science & Engr ,6,2,0
Materials Science & Engr ,10,4,0
Materials Science & Engr ,5,4,0
Materials Science & Engr ,0,1,0
Nuclear Engineering ,47,8,0
Nuclear Engineering ,17,1,0
Nuclear Engineering ,5,3,0
"Nuclear, Plasma, Radiolgc Engr ",2,1,0
"Nuclear, Plasma, Radiolgc Engr ",1,1,0
"Nuclear, Plasma, Radiolgc Engr ",1,0,0
Music ,4,7,0
Music ,47,81,0
Music ,15,4,0
Music ,2,5,0
Music ,19,2,0
Music Education ,13,31,0
Music Education ,73,65,0
Music Education ,1,2,0
Music ,22,32,0
Music ,0,1,0
Music ,7,3,0
Music ,2,6,0
Music ,1,1,0
Music ,2,0,0
Music ,1,2,0
Music ,13,1,0
Crafts ,1,3,0
Crafts ,0,10,0
Art and Design ,2,0,0
Art and Design ,6,5,0
Art and Design ,3,4,0
Art and Design ,3,5,0
Art and Design ,1,2,0
Art and Design ,1,2,0
Landscape Architecture ,25,29,0
Architecture ,81,62,0
Architecture ,14,16,0
Theatre ,0,1,0
Theatre ,2,7,0
Theatre ,3,14,0
Theatre ,7,10,0
Theatre ,0,5,0
Theatre ,2,0,0
Theatre ,2,0,0
Theatre ,3,0,0
Theatre ,0,4,0
Theatre ,15,20,0
Theatre ,6,3,0
Theatre ,22,30,1
Media and Cinema Studies ,15,1,0
Media and Cinema Studies ,4,18,0
Anthropology ,0,4,0
Anthropology ,1,0,0
Mathematics ,1,0,0
Mathematics ,6,1,0
Mathematics ,3,2,0
Mathematics ,32,34,0
Mathematics ,0,1,0
Applied Mathematics ,9,6,0
"Earth Systems, Env, & Society ",45,34,0
"Earth Systems, Env, & Society ",0,3,0
"Earth Systems, Env, & Society ",29,24,0
E Asian Languages & Cultures ,0,2,0
Integrative Biology ,12,21,0
Integrative Biology ,1,2,0
Biology ,0,2,0
Biology ,6,9,0
Biology ,2,6,0
Biology ,4,3,0
Biology ,3,5,0
Economics ,88,60,0
Chemistry ,1,0,0
Chemistry ,11,5,0
Molecular and Cellular Biology ,37,36,0
Molecular and Cellular Biology ,6,4,0
History ,44,38,0
History ,1,0,0
Religious Studies ,0,1,0
Religious Studies ,1,0,0
Religious Studies ,1,0,0
Religion ,1,2,0
Religion ,1,0,0
Religion ,0,2,0
English ,22,62,0
Rhetoric ,55,38,0
Rhetoric ,3,6,0
English ,0,1,0
Classics ,2,0,0
Classics ,5,2,0
Classics ,1,0,0
Classics ,4,4,0
Interdisciplinary ,7,3,0
Interdisciplinary ,0,2,0
Interdisciplinary ,0,1,0
Physics ,7,1,0
Statistics ,4,5,0
Spanish ,2,6,0
Geology ,4,1,0
Geology ,1,0,0
Geology ,3,1,0
Geology ,0,1,0
Geology ,0,1,0
Geology ,3,2,0
Chemical Engineering ,8,3,0
Bioinformatics ,1,0,0
Political Science ,5,4,0
Comparative Literature ,3,4,1
Comparative Literature ,0,1,0
Linguistics ,5,2,0
Geography ,1,0,0
Geography ,1,1,0
Geography ,1,0,0
Geography ,1,1,0
Germanic Lang & Lit ,1,0,0
Germanic Lang & Lit ,1,1,0
Germanic Lang & Lit ,0,2,0
Germanic Lang & Lit ,1,0,0
Germanic Lang & Lit ,1,0,0
French ,0,1,0
French ,3,4,0
French ,6,14,0
French ,0,1,0
Community Health ,16,120,0
Community Health ,58,137,1
Community Health ,14,58,0
Kinesiology ,0,1,0
Kinesiology ,20,7,0
Speech & Hearing Science ,0,6,0
Speech & Hearing Science ,2,9,0
Speech & Hearing Science ,8,170,0
"Recreation, Sport, and Tourism ",16,20,0
"Recreation, Sport, and Tourism ",11,25,0
"Recreation, Sport, and Tourism ",121,23,1
"Recreation, Sport, and Tourism ",5,1,0
Health ,1,5,0
Health ,2,17,0
Health ,1,7,0
Veterinary Medicine ,0,2,0
Veterinary Medicine ,0,2,0
VMS - Veterinary Biosciences ,2,1,0
Social Work ,0,18,0
Social Work ,8,47,0
Social Work ,5,50,0
Social Work ,2,12,0
Social Work ,2,30,0
Library & Information Science ,0,1,0
Bioinformatics ,1,1,0
Bioenergy ,10,2,0
Agricultural Production ,4,4,0
Agr & Consumer Economics ,47,45,0
Agr & Consumer Economics ,63,13,0
Agr & Consumer Economics ,19,1,0
Agr & Consumer Economics ,96,33,0
Agr & Consumer Economics ,56,17,0
Agr & Consumer Economics ,21,9,0
Agr & Consumer Economics ,22,20,0
Agr & Consumer Economics ,19,20,0
Agr & Consumer Economics ,39,28,0
Animal Sciences ,1,2,0
Animal Sciences ,6,30,0
Animal Sciences ,3,5,0
Animal Sciences ,12,89,0
Animal Sciences ,4,6,0
Animal Sciences ,10,65,0
Animal Sciences ,43,188,1
Bioinformatics ,4,0,0
Food Science & Human Nutrition ,29,78,0
Food Science & Human Nutrition ,13,18,0
Food Science & Human Nutrition ,20,99,0
Food Science & Human Nutrition ,2,85,0
Food Science & Human Nutrition ,21,49,0
Food Science & Human Nutrition ,9,14,0
Food Science & Human Nutrition ,0,6,0
Food Science & Human Nutrition ,2,8,0
Food Science & Human Nutrition ,3,8,0
Food Science & Human Nutrition ,1,4,0
Technical Systems Management ,3,1,0
Agr & Environmental Cmc & Educ ,6,12,0
Agr & Environmental Cmc & Educ ,7,15,0
Agr & Environmental Cmc & Educ ,6,32,0
Human Development & Family St ,9,138,0
Human Development & Family St ,7,63,0
Human & Community Development ,3,5,0
Crop Sciences ,2,1,0
Crop Sciences ,19,3,0
Crop Sciences ,30,8,0
Crop Sciences ,17,9,0
Crop Sciences ,3,0,0
Crop Sciences ,0,1,0
Horticulture ,3,1,0
Horticulture ,1,0,0
Horticulture ,10,6,0
Horticulture ,6,3,0
Horticulture ,1,2,0
Bioinformatics ,4,2,0
Natural Resrcs & Environ Sci ,21,21,0
Natural Resrcs & Environ Sci ,9,9,0
Natural Resrcs & Environ Sci ,3,0,0
Natural Resrcs & Environ Sci ,2,4,0
Natural Resrcs & Environ Sci ,6,1,0
Natural Resrcs & Environ Sci ,3,1,0
Natural Resrcs & Environ Sci ,27,29,0
Natural Resrcs & Environ Sci ,36,41,0
Natural Resrcs & Environ Sci ,14,7,0
Business Administration (MBA) ,60,20,0
Accountancy ,0,1,0
Business Administration ,1,0,0
Management ,17,8,0
Management ,4,4,0
Management ,20,17,0
Management ,4,9,0
Management ,30,22,0
Management ,1,13,0
Business Administration (MBA) ,34,13,0
Early Childhood Education ,0,1,0
Early Childhood Education ,0,4,0
Early Childhood Education ,0,9,0
Early Childhood Education ,0,2,0
Early Childhood Education ,0,6,0
Early Childhood Education ,0,7,0
Early Childhood Education ,0,3,0
Early Childhood Education ,0,6,0
Elementary Education ,0,1,0
Elementary Education ,0,1,0
Elementary Education ,0,1,0
Elementary Education ,2,9,0
Elementary Education ,3,65,0
Elementary Education ,8,92,0
Elementary Education ,0,3,0
Elementary Education ,0,0,1
Elementary Education ,0,1,0
Elementary Education ,0,14,0
Elementary Education ,0,7,0
Elementary Education ,0,2,0
Elementary Education ,0,4,0
Elementary Education ,4,31,0
Elementary Education ,1,13,0
Elementary Education ,1,9,0
Elementary Education ,1,7,0
Secondary Education ,1,2,0
Secondary Education ,0,2,0
Secondary Education ,0,1,0
Ed Organization and Leadership ,2,1,0
Ed Organization and Leadership ,2,2,0
Ed Organization and Leadership ,5,1,0
Human Resource Education ,1,2,0
Ed Organization and Leadership ,6,18,0
Ed Organization and Leadership ,5,19,0
Human Resource Education ,7,18,0
Ed Organization and Leadership ,2,0,0
Human Resource Education ,3,4,0
Ed Organization and Leadership ,1,3,0
Human Resource Education ,14,9,0
Agricultural Engineering ,1,1,0
Agricultural & Biological Engr ,1,1,0
Agricultural & Biological Engr ,0,1,0
Computer Science ,13,1,0
Computer Science ,3,1,0
Bioinformatics ,1,1,0
Mechanical Engineering ,1,0,0
Mechanical Engineering ,3,0,0
Materials Science & Engr ,7,2,0
Materials Science & Engr ,11,3,0
Materials Science & Engr ,8,2,0
Materials Science & Engr ,6,3,0
Materials Science & Engr ,11,4,0
Materials Science & Engr ,3,1,0
Nuclear Engineering ,27,6,0
Nuclear Engineering ,7,1,0
"Nuclear, Plasma, Radiolgc Engr ",44,6,0
"Nuclear, Plasma, Radiolgc Engr ",13,2,0
"Nuclear, Plasma, Radiolgc Engr ",4,2,0
Music ,4,6,0
Music ,46,80,1
Music ,15,5,0
Music ,2,4,0
Music ,22,0,0
Music Education ,11,30,0
Music Education ,63,65,0
Music Education ,3,1,0
Music ,21,33,0
Music ,1,3,0
Music ,5,1,0
Music ,2,6,0
Music ,2,0,0
Music ,4,1,0
Music ,0,2,0
Music ,14,2,0
Crafts ,2,2,0
Crafts ,0,8,0
Art and Design ,1,1,0
Art and Design ,6,3,0
Art and Design ,2,4,0
Art and Design ,4,5,0
Art and Design ,2,1,0
Art and Design ,1,4,0
Landscape Architecture ,36,35,0
Architecture ,106,65,0
Architecture ,19,15,0
Theatre ,3,5,0
Theatre ,7,16,0
Theatre ,14,13,0
Theatre ,0,2,0
Theatre ,3,0,0
Theatre ,5,1,0
Theatre ,3,0,0
Theatre ,1,2,0
Theatre ,12,10,0
Theatre ,6,3,0
Theatre ,13,33,0
Media and Cinema Studies ,22,14,0
Media and Cinema Studies ,16,30,0
Agricultural Communications ,0,3,0
Agricultural Communications ,0,4,0
Anthropology ,3,4,0
Anthropology ,1,0,0
Mathematics ,2,0,0
Mathematics ,7,4,0
Mathematics ,1,1,0
Mathematics ,1,3,0
Mathematics ,26,44,0
Applied Mathematics ,8,7,0
"Earth Systems, Env, & Society ",22,17,0
"Earth Systems, Env, & Society ",0,3,0
"Earth Systems, Env, & Society ",21,15,0
"Earth Systems, Env, & Society ",0,1,0
"Earth, Society, & Environment ",7,4,0
"Earth, Society, & Environment ",0,1,0
"Earth, Society, & Environment ",5,3,0
E Asian Languages & Cultures ,0,1,0
Plant Biology ,2,1,0
Integrative Biology ,19,21,0
Integrative Biology ,2,2,0
Biology ,1,1,0
Biology ,7,7,0
Biology ,0,5,0
Biology ,2,1,0
Biology ,4,4,0
Economics ,86,63,0
Chemistry ,2,2,0
Chemistry ,8,6,0
Molecular and Cellular Biology ,35,27,0
Molecular and Cellular Biology ,3,5,0
History ,3,0,0
History ,42,27,0
Religious Studies ,0,1,0
Religious Studies ,0,2,0
Religion ,2,1,0
Religion ,1,0,0
Religion ,1,0,0
Religion ,1,0,0
English ,21,69,0
English ,0,1,0
Rhetoric ,45,48,0
Rhetoric ,3,7,0
English ,0,1,0
Classics ,1,0,0
Classics ,1,3,0
Classics ,2,1,0
Interdisciplinary ,0,1,0
Interdisciplinary ,4,0,0
Interdisciplinary ,0,1,0
Physics ,7,1,0
Statistics ,1,0,0
Statistics ,6,7,0
Geology ,2,1,0
Geology ,4,0,0
Geology ,0,1,0
Geology ,1,2,0
Chemical Engineering ,10,3,0
Political Science ,3,6,0
Comparative Literature ,1,2,1
Linguistics ,1,1,0
Geography ,2,1,0
Geography ,1,1,0
Geography ,1,1,0
Germanic Lang & Lit ,0,1,0
Germanic Lang & Lit ,0,1,0
Germanic Lang & Lit ,0,1,0
Germanic Lang & Lit ,1,0,0
Germanic Lang & Lit ,0,1,0
French ,3,2,0
French ,5,8,0
Community Health ,24,117,1
Community Health ,66,176,1
Community Health ,27,65,0
