Term,Major,Concentration,Total,Male,Female,Neutral
120068,Education ,Educ Organization & Ldrshp ,1,1,0,0
120068,Industrial Engineering ,BS/MS Industrial Engineering ,1,1,0,0
120068,Computer Science ,CS:BS/MS Program ,2,2,0,0
120068,Computer Science ,CS:BS/MS Program ,6,6,0,0
120068,Bioinformatics ,Computer Science ,4,2,2,0
120068,Mechanical Engineering ,BS/MS Mechanical Engineering ,5,5,0,0
120068,Mechanical Engineering ,BS/MS Mechanical Engineering ,11,9,2,0
120068,Music Education ,Choral Music ,60,21,39,0
120068,Music Education ,Instrumental Music ,153,75,78,0
120068,Music Education ,Elementary General Music ,5,0,5,0
120068,Crafts ,Ceramics ,4,1,3,0
120068,Crafts ,Glass ,2,1,1,0
120068,Crafts ,Metals ,17,4,13,0
120068,Art and Design ,Graphic Design ,2,1,1,0
120068,Art and Design ,Industrial Design ,4,1,3,0
120068,Art and Design ,Metals ,6,2,4,0
120068,Art and Design ,Painting ,8,4,4,0
120068,Art and Design ,Photography ,5,4,1,0
120068,Art and Design ,Sculpture ,7,5,2,0
120068,Architecture ,Architecture - 1yr ,5,5,0,0
120068,Architecture ,Architecture - 2 Yr ,161,94,67,0
120068,Architecture ,Architecture Track 3 ,49,30,19,0
120068,Theatre ,Professional Studio in Acting ,22,12,10,0
120068,Theatre ,Costume Design &Constrctn ,2,0,2,0
120068,Theatre ,Scene Design ,3,2,1,0
120068,Theatre ,Stage Management ,7,3,4,0
120068,Theatre ,Theatre Studies ,20,4,16,0
120068,Theatre ,Theatre Technology & Lighting ,9,6,3,0
120068,Theatre ,Acting ,21,11,10,0
120068,Theatre ,Costume Design and Technology ,1,0,1,0
120068,Theatre ,Scenic Technology ,3,3,0,0
120068,Theatre ,Lighting Design ,3,3,0,0
120068,Theatre ,Scenic Design ,5,1,4,0
120068,Theatre ,Design and Technology ,33,14,19,0
120068,Theatre ,Acting ,10,6,4,0
120068,Theatre ,Theatre Foundations ,30,17,13,0
120068,Mathematics ,Operations Research ,1,1,0,0
120068,Mathematics ,Applied Mathematics ,5,5,0,0
120068,Mathematics ,Graduate Preparation ,3,2,1,0
120068,Mathematics ,Mathematics Teaching Option ,57,23,34,0
120068,Applied Mathematics ,Actuarial Science ,17,7,10,0
120068,Integrative Biology ,Honors Integrative Biology ,5,3,2,0
120068,Biology ,Ecology & Evolutionary Biology ,2,1,1,0
120068,Biology ,"Ecology, Ethology, Evolution ",6,1,5,0
120068,Biology ,Ecology & Evolutionary Biology ,25,11,14,0
120068,Biology ,Physiol & Molec Plant Biology ,20,10,10,0
120068,Biology ,Biology-Honors ,3,1,2,0
120068,Biology ,Biology-Honors ,1,1,0,0
120068,Biology ,Biology Teacher Educ Option ,1,0,1,0
120068,Biology ,Biology Teacher Educ Option ,19,5,14,0
120068,Economics ,Policy Economics ,91,70,21,0
120068,Chemistry ,Chemistry Teaching Option ,8,4,4,0
120068,History ,Teaching of Social Studies ,86,43,43,0
120068,Religious Studies ,Religion and Culture ,1,1,0,0
120068,Religious Studies ,Asian Religions ,1,0,1,0
120068,English ,English Teaching Option ,91,14,77,0
120068,Rhetoric ,Creative Writing ,39,15,24,0
120068,Rhetoric ,Creative Writing ,4,1,3,0
120068,Rhetoric ,Professional Writing ,4,1,3,0
120068,Classics ,Latin ,3,2,1,0
120068,Classics ,Classical Archaeology ,2,1,1,0
120068,Classics ,Classical Civilization ,7,4,3,0
120068,Interdisciplinary ,American Civilization ,1,0,1,0
120068,Interdisciplinary ,Cinema Studies ,19,13,6,0
120068,Interdisciplinary ,Cinema Studies ,2,2,0,0
120068,Interdisciplinary ,Gender and Women's Studies ,6,0,6,0
120068,Physics ,Physics Teaching Option ,5,3,2,0
120068,Statistics ,Applied ,1,1,0,0
120068,Geology ,Environmental Geology ,2,0,2,0
120068,Geology ,Teaching of Earth Science ,4,1,3,0
120068,Geology ,Earth & Environmental Sciences ,3,2,1,0
120068,Comparative Literature ,World Literature ,3,0,3,0
120068,Geography ,Human Geography ,1,0,1,0
120068,Geography ,Geographic Information Science ,3,3,0,0
120068,Germanic Lang & Lit ,German and Commercial Studies ,5,5,0,0
120068,Germanic Lang & Lit ,Language Studies ,1,0,1,0
120068,Germanic Lang & Lit ,Modern German Studies ,3,2,1,0
120068,French ,French Commercial Studies ,6,2,4,0
120068,French ,French Studies ,6,1,5,0
120068,Community Health ,Health Education ,108,12,96,0
120068,Community Health ,Health Planning & Admin ,193,48,145,0
120068,Community Health ,Rehab & Disability Studies ,27,3,24,0
120068,Kinesiology ,Athletic Training ,40,11,29,0
120068,Kinesiology ,Teacher Education K-12 ,46,23,23,0
120068,Speech & Hearing Science ,Human Communication Science ,2,0,2,0
120068,Speech & Hearing Science ,Audiology ,16,2,14,0
120068,Speech & Hearing Science ,Speech-Language Pathology ,183,5,177,1
120068,Leisure Studies ,Recreation Management ,21,13,8,0
120068,Leisure Studies ,Tourism Management ,19,6,13,0
120068,Leisure Studies ,Sports Management ,89,68,21,0
120068,"Recreation, Sport, and Tourism ",Recreation Management ,30,15,15,0
120068,"Recreation, Sport, and Tourism ",Tourism Management ,23,2,21,0
120068,"Recreation, Sport, and Tourism ",Sports Management ,94,70,23,1
120068,Community Health ,Health Planning & Admin ,2,1,1,0
120068,Library & Information Science ,Library & Info Sci - MS/F ,2,0,2,0
120068,Library & Information Science ,Library & Info Sci - Media ,15,2,13,0
120078,"Agribusiness, Farm & Financial ",Agri-Accounting ,27,18,9,0
120078,"Agribusiness, Farm & Financial ",Agri-Finance ,16,13,3,0
120078,"Agribusiness, Farm & Financial ",Farm Management ,14,14,0,0
120078,"Agribusiness, Farm & Financial ",Agribusiness Markets & Mgmt ,43,34,8,1
120078,"Intl, Resource, Consumer Econ ",Consumer Economics & Finance ,27,15,12,0
120078,"Intl, Resource, Consumer Econ ",Env & Natural Resource Mgmt ,8,3,5,0
120078,"Intl, Resource, Consumer Econ ","Policy, Intl Trade, & Dvlpmt ",20,12,8,0
120078,Agr & Consumer Economics ,Agri-Accounting ,56,32,24,0
120078,Agr & Consumer Economics ,Agri-Finance ,91,64,27,0
120078,Agr & Consumer Economics ,Farm Management ,19,17,2,0
120078,Agr & Consumer Economics ,Agribusiness Markets & Mgmt ,136,90,46,0
120078,Agr & Consumer Economics ,Consumer Economics & Finance ,123,84,39,0
120078,Agr & Consumer Economics ,Envirnmntal Economics & Policy ,21,15,6,0
120078,Agr & Consumer Economics ,"Policy, Intl Trade, & Dvlpmt ",40,26,14,0
120078,Agr & Consumer Economics ,Public Policy and Law ,17,12,5,0
120078,Animal Sciences ,Animal Business Mgt and Ind ,19,15,4,0
120078,Animal Sciences ,"Companion,Rec,Lab An Sci ",108,16,92,0
120078,Animal Sciences ,Food Animal Science ,34,16,18,0
120078,Animal Sciences ,"Science, Biotech & Pre-VetMed ",378,88,289,1
120078,Food Science & Human Nutrition ,Food Science ,61,21,40,0
120078,Food Science & Human Nutrition ,Food Industry and Business ,33,12,21,0
120078,Food Science & Human Nutrition ,Human Nutrition ,91,23,68,0
120078,Food Science & Human Nutrition ,Dietetics ,88,4,84,0
120078,Food Science & Human Nutrition ,Hospitality Management ,81,25,56,0
120078,Agr & Environmental Cmc & Educ ,Agricultural Communications ,10,2,8,0
120078,Agr & Environmental Cmc & Educ ,Agricultural Leadership ,6,0,6,0
120078,Agr & Environmental Cmc & Educ ,Agricultural Education ,23,8,15,0
120078,Agr & Environmental Cmc & Educ ,"Agr, Cons, Env Sci Communictn ",51,11,40,0
120078,Human Development & Family St ,Child and Adolescent Dev ,122,6,116,0
120078,Human Development & Family St ,Family Studies ,70,8,62,0
120078,Crop Sciences ,Agroecology ,2,1,1,0
120078,Crop Sciences ,Plant Protection ,1,1,0,0
120078,Crop Sciences ,Crops ,18,16,2,0
120078,Crop Sciences ,Crop Agribusiness ,23,21,2,0
120078,Crop Sciences ,Plant Biotech & Molecular Bio ,30,16,14,0
120078,Crop Sciences ,Biological Sciences ,11,6,5,0
120078,Natural Resrcs & Environ Sci ,Biological Sciences ,1,0,1,0
120078,Natural Resrcs & Environ Sci ,Social Science ,1,1,0,0
120078,Natural Resrcs & Environ Sci ,Fish and Wildlife Conservation ,82,47,34,1
120078,Natural Resrcs & Environ Sci ,Forest Science ,15,11,4,0
120078,Natural Resrcs & Environ Sci ,Human Dimensions ,38,10,28,0
120078,Natural Resrcs & Environ Sci ,Resource Ecology ,49,21,28,0
120078,Natural Resrcs & Environ Sci ,Soil and Water Science ,11,5,6,0
120078,Horticulture ,Horticulture Science ,4,2,2,0
120078,Horticulture ,Production and Management ,55,34,21,0
120078,Horticulture ,Urban Forestry ,2,1,1,0
120078,Business Administration (MBA) ,MBA ,64,49,15,0
120078,Finance ,"Bus Finance, Inv & Fin Inst ",1,0,1,0
120078,Finance ,International Program ,119,64,55,0
120078,Accountancy ,Accountancy (BS/Master Prg) ,158,87,69,2
120078,Accountancy ,Tax ,2,2,0,0
120078,Accountancy ,Tax ,14,5,6,3
120078,Accountancy ,International Program ,78,33,45,0
120078,Accountancy ,Accountancy Postb ,30,18,12,0
120078,Business Administration ,Marketing ,226,75,150,1
120078,Business Administration ,Organizational Administration ,67,28,39,0
120078,Business Administration ,Production ,1,1,0,0
120078,Business Administration ,Management Science ,14,11,3,0
120078,Business Administration ,Industrial Distribution Mgt ,12,9,3,0
120078,Business Administration ,Management Info Systems ,38,30,8,0
120078,Business Administration ,Entrepreneurship ,52,35,17,0
120078,Management ,Entrepreneurship ,1,0,1,0
120078,Business Administration ,Technology Mangement ,47,37,10,0
120078,Business Administration (MBA) ,Executive Program ,101,83,18,0
120078,Early Childhood Education ,ECh: Anthropology ,1,0,1,0
120078,Early Childhood Education ,ECh: Dance ,1,0,1,0
120078,Early Childhood Education ,ECh: History ,4,0,4,0
120078,Early Childhood Education ,ECh: Language arts ,16,0,16,0
120078,Early Childhood Education ,ECh: Linguistics ,1,0,1,0
120078,Early Childhood Education ,ECh: Mathematics ,3,0,3,0
120078,Early Childhood Education ,ECh: Psychology ,10,0,9,1
120078,Early Childhood Education ,ECh: Sociology ,6,0,6,0
120078,Early Childhood Education ,ECh: French ,1,0,1,0
120078,Early Childhood Education ,ECh: Italian ,1,0,1,0
120078,Early Childhood Education ,ECh: Spanish ,16,0,16,0
120078,Elementary Education ,EIEd: Anthropology ,1,0,1,0
120078,Elementary Education ,EIEd: Art ,2,0,2,0
120078,Elementary Education ,EIEd: Biology ,1,1,0,0
120078,Elementary Education ,EIEd: Earth Science ,1,0,1,0
120078,Elementary Education ,EIEd: History ,15,2,13,0
120078,Elementary Education ,EIEd: Language Arts ,58,1,57,0
120078,Elementary Education ,EIEd: Mathematics ,81,9,72,0
120078,Elementary Education ,EIEd: Music ,1,0,1,0
120078,Elementary Education ,ElEd: Psychology ,38,4,34,0
120078,Elementary Education ,ElEd: Sociology ,10,1,9,0
120078,Elementary Education ,EIEd: Chinese ,1,0,1,0
120078,Elementary Education ,EIEd: French ,4,0,4,0
120078,Elementary Education ,EIEd: Italian ,1,0,1,0
120078,Elementary Education ,EIEd: Spanish ,53,2,51,0
120078,Elementary Education ,Elementary Ed - Cert ,12,1,11,0
120078,Secondary & Continuing Educ ,English Certification ,4,1,3,0
120078,Secondary & Continuing Educ ,Social Studies Certification ,4,3,1,0
120078,Secondary & Continuing Educ ,Sciences Certification ,9,5,4,0
120078,Secondary & Continuing Educ ,Mathematics Certification ,7,2,5,0
120078,Early Childhood Education ,Teacher Certification ,1,0,1,0
120078,Industrial Engineering ,BS/MS Industrial Engineering ,1,1,0,0
120078,Computer Science ,CS:BS/MS Program ,4,3,1,0
120078,Computer Science ,CS:BS/MS Program ,5,5,0,0
120078,Bioinformatics ,Computer Science ,4,2,2,0
120078,Mechanical Engineering ,BS/MS Mechanical Engineering ,6,6,0,0
120078,Mechanical Engineering ,BS/MS Mechanical Engineering ,13,12,1,0
120078,Materials Science & Engr ,BS/MS Materials Science & Eng ,1,1,0,0
120078,Music Education ,Choral Music ,58,25,33,0
120078,Music Education ,Instrumental Music ,158,81,77,0
120078,Music Education ,Elementary General Music ,5,1,4,0
120078,Crafts ,Ceramics ,9,2,7,0
120078,Crafts ,Glass ,1,0,1,0
120078,Crafts ,Metals ,12,3,9,0
120078,Art and Design ,Graphic Design ,1,0,1,0
120078,Art and Design ,Industrial Design ,6,2,4,0
120078,Art and Design ,Metals ,6,1,5,0
120078,Art and Design ,Painting ,9,5,4,0
120078,Art and Design ,Photography ,5,3,2,0
120078,Art and Design ,Sculpture ,6,4,2,0
120078,Architecture ,Architecture - 1yr ,3,1,2,0
120078,Architecture ,Architecture - 2 Yr ,149,95,54,0
120078,Architecture ,Architecture Track 3 ,39,22,17,0
120078,Theatre ,Professional Studio in Acting ,11,6,5,0
120078,Theatre ,Scene Design ,2,1,1,0
120078,Theatre ,Stage Management ,7,2,5,0
120078,Theatre ,Theatre Studies ,16,4,12,0
120078,Theatre ,Theatre Technology & Lighting ,3,3,0,0
120078,Theatre ,Acting ,22,12,10,0
120078,Theatre ,Scenic Technology ,3,3,0,0
120078,Theatre ,Lighting Design ,4,4,0,0
120078,Theatre ,Sound Design and Technology ,1,1,0,0
120078,Theatre ,Scenic Design ,5,1,4,0
120078,Theatre ,Design and Technology ,37,14,23,0
120078,Theatre ,Acting ,10,6,4,0
120078,Theatre ,Theatre Foundations ,46,18,28,0
120078,Anthropology ,Socioculturl & Linguistic Anth ,5,1,4,0
120078,Mathematics ,Operations Research ,2,1,1,0
120078,Mathematics ,Applied Mathematics ,2,2,0,0
120078,Mathematics ,Graduate Preparation ,1,1,0,0
120078,Mathematics ,Mathematics Teaching Option ,60,18,42,0
120078,Applied Mathematics ,Actuarial Science ,12,5,7,0
120078,Integrative Biology ,Honors Integrative Biology ,32,14,18,0
120078,Biology ,Ecology & Evolutionary Biology ,4,3,1,0
120078,Biology ,"Ecology, Ethology, Evolution ",13,6,7,0
120078,Biology ,Ecology & Evolutionary Biology ,30,11,19,0
120078,Biology ,Physiol & Molec Plant Biology ,15,8,7,0
120078,Biology ,Biology-Honors ,1,0,1,0
120078,Biology ,Biology Teacher Educ Option ,26,6,20,0
120078,Economics ,Policy Economics ,92,58,34,0
120078,Chemistry ,Environmental Chemistry ,1,0,1,0
120078,Chemistry ,Chemistry Teaching Option ,11,5,6,0
120078,History ,Teaching of Social Studies ,95,52,43,0
120078,Religious Studies ,Christianity ,1,1,0,0
120078,Religious Studies ,Islam ,1,1,0,0
120078,Religious Studies ,Philosophy of Religion ,1,1,0,0
120078,Religious Studies ,Religion and Culture ,3,2,1,0
120078,Religious Studies ,Religion and Culture ,1,1,0,0
120078,Religious Studies ,Asian Religions ,1,0,1,0
120078,English ,English Teaching Option ,92,20,72,0
120078,Rhetoric ,Creative Writing ,68,32,36,0
120078,Rhetoric ,Creative Writing ,1,0,1,0
120078,Rhetoric ,Professional Writing ,2,1,1,0
120078,Classics ,Latin ,3,1,2,0
120078,Classics ,Classical Civilization ,10,5,5,0
120078,Interdisciplinary ,Cinema Studies ,21,14,7,0
120078,Interdisciplinary ,Gender and Women's Studies ,16,1,15,0
120078,Physics ,Physics Teaching Option ,4,2,2,0
120078,Statistics ,Applied ,3,1,2,0
120078,Geology ,Environmental Geology ,1,0,1,0
120078,Geology ,Teaching of Earth Science ,4,2,2,0
120078,Geology ,Earth & Environmental Sciences ,7,5,2,0
120078,Chemical Engineering ,Biomolecular Engineering ,4,4,0,0
120078,Comparative Literature ,World Literature ,5,1,4,0
120078,Geography ,Human Geography ,1,1,0,0
120078,Geography ,Geographic Information Science ,4,4,0,0
120078,Germanic Lang & Lit ,German and Commercial Studies ,6,4,2,0
120078,Germanic Lang & Lit ,Language and Literature ,2,2,0,0
120078,Germanic Lang & Lit ,Language Studies ,1,1,0,0
120078,Germanic Lang & Lit ,Modern German Studies ,2,1,1,0
120078,French ,French Commercial Studies ,8,4,4,0
120078,French ,French Studies ,5,1,4,0
120078,French ,French Studies ,1,1,0,0
120078,Community Health ,Health Education ,117,14,103,0
120078,Community Health ,Health Planning & Admin ,187,53,134,0
120078,Community Health ,Rehab & Disability Studies ,44,7,37,0
120078,Kinesiology ,Athletic Training ,27,7,20,0
120078,Kinesiology ,Teacher Education K-12 ,35,20,15,0
120078,Speech & Hearing Science ,Human Communication Science ,1,0,1,0
120078,Speech & Hearing Science ,Audiology ,9,1,8,0
120078,Speech & Hearing Science ,Speech-Language Pathology ,174,7,167,0
120078,Leisure Studies ,Recreation Management ,2,2,0,0
120078,Leisure Studies ,Tourism Management ,2,0,2,0
120078,Leisure Studies ,Sports Management ,11,9,2,0
120078,"Recreation, Sport, and Tourism ",Recreation Management ,47,25,22,0
120078,"Recreation, Sport, and Tourism ",Tourism Management ,52,11,41,0
120078,"Recreation, Sport, and Tourism ",Sports Management ,144,115,29,0
120078,VMS-Veterinary Clinical Medcne ,Vet Clinical Med Res Scholars ,1,0,1,0
120078,VMS - Veterinary Biosciences ,Vet Biosciences Res Scholars ,1,1,0,0
120078,Library & Information Science ,Library & Info Sci - Media ,8,0,8,0
120078,Library & Information Science ,Library & Info Sci - Media ,1,0,1,0
120088,"Agribusiness, Farm & Financial ",Agri-Accounting ,10,6,4,0
120088,"Agribusiness, Farm & Financial ",Agri-Finance ,4,4,0,0
120088,"Agribusiness, Farm & Financial ",Farm Management ,4,4,0,0
120088,"Agribusiness, Farm & Financial ",Agribusiness Markets & Mgmt ,13,12,1,0
120088,"Intl, Resource, Consumer Econ ",Consumer Economics & Finance ,8,6,2,0
120088,"Intl, Resource, Consumer Econ ",Env & Natural Resource Mgmt ,4,1,3,0
120088,"Intl, Resource, Consumer Econ ","Policy, Intl Trade, & Dvlpmt ",8,6,2,0
120088,Agr & Consumer Economics ,Agri-Accounting ,58,36,22,0
120088,Agr & Consumer Economics ,Agri-Finance ,103,66,37,0
120088,Agr & Consumer Economics ,Farm Management ,27,25,2,0
120088,Agr & Consumer Economics ,Agribusiness Markets & Mgmt ,167,108,59,0
120088,Agr & Consumer Economics ,Consumer Economics & Finance ,125,92,32,1
120088,Agr & Consumer Economics ,Envirnmntal Economics & Policy ,26,16,10,0
120088,Agr & Consumer Economics ,Individually Planned Curricula ,1,1,0,0
120088,Agr & Consumer Economics ,"Policy, Intl Trade, & Dvlpmt ",25,15,10,0
120088,Agr & Consumer Economics ,Public Policy and Law ,45,25,20,0
120088,Agr & Consumer Economics ,Financial Planning ,48,39,9,0
120088,Animal Sciences ,Animal Business Mgt and Ind ,19,12,7,0
120088,Animal Sciences ,"Companion,Rec,Lab An Sci ",94,12,82,0
120088,Animal Sciences ,Food Animal Science ,33,17,16,0
120088,Animal Sciences ,"Science, Biotech & Pre-VetMed ",395,75,319,1
120088,Food Science & Human Nutrition ,Food Science ,77,27,50,0
120088,Food Science & Human Nutrition ,Food Industry and Business ,24,7,17,0
120088,Food Science & Human Nutrition ,Human Nutrition ,89,23,66,0
120088,Food Science & Human Nutrition ,Dietetics ,69,1,68,0
120088,Food Science & Human Nutrition ,Hospitality Management ,77,17,60,0
120088,Agr & Environmental Cmc & Educ ,Agricultural Communications ,5,1,4,0
120088,Agr & Environmental Cmc & Educ ,Agricultural Leadership ,4,0,4,0
120088,Agr & Environmental Cmc & Educ ,Agricultural Education ,20,5,15,0
120088,Agr & Environmental Cmc & Educ ,"Agr, Cons, Env Sci Communictn ",44,9,35,0
